policy_name,cost_per_call,calls_per_day,efficiency_pct,invalid_actions_pct,std_dev,training_steps,seed
DQN (Unmasked),15.350217708195967,47.0,7.966101694915253,89.22265535427655,1.6670220296765976,50000,42
