policy_name,cost_per_call,calls_per_day,efficiency_pct,invalid_actions_pct,std_dev,training_steps,seed
DQN (Unmasked),24.73181945729935,43.0,7.288135593220339,89.95327102803739,2.1789310280180576,50000,42
